time,frequency,confidence
10.730,137.940,0.067752
10.740,137.470,0.054470
10.750,561.211,0.133082
10.760,188.690,0.181618
10.770,234.503,0.177112
10.780,238.509,0.228036
10.790,246.098,0.062774
10.800,125.645,0.087854
10.810,272.354,0.152218
10.820,277.649,0.452999
10.830,280.143,0.650454
10.840,281.401,0.731174
10.850,280.403,0.519864
10.860,563.707,0.325372
10.870,562.462,0.341048
10.880,557.690,0.355161
10.890,556.579,0.226726
10.900,463.886,0.162435
10.910,464.895,0.151094
10.920,170.432,0.164092
10.930,165.750,0.108843
10.940,456.917,0.118039
10.950,455.517,0.062431
10.960,458.261,0.075310
10.970,581.081,0.061885
10.980,584.138,0.093172
10.990,116.177,0.189871
11.000,116.948,0.139435
11.010,290.517,0.152190
11.020,346.351,0.196010
11.030,344.051,0.158297
11.040,122.717,0.167030
11.050,303.994,0.389103
11.060,304.975,0.397378
11.070,296.314,0.220928
11.080,290.464,0.461435
11.090,292.167,0.187843
11.100,294.865,0.275170
11.110,297.030,0.341941
11.120,294.922,0.237655
11.130,148.350,0.122209
11.140,156.735,0.106719
11.150,463.930,0.153780
11.160,466.651,0.123951
11.170,299.509,0.279394
11.180,308.338,0.482842
11.190,313.123,0.615167
11.200,318.947,0.465167
11.210,323.747,0.537837
11.220,330.078,0.563848
11.230,354.506,0.206213
11.240,377.954,0.439434
11.250,383.722,0.639453
11.260,387.036,0.654361
11.270,390.972,0.711051
11.280,393.443,0.622485
11.290,399.247,0.485195
11.300,415.196,0.358227
11.310,428.328,0.634392
11.320,438.428,0.544693
11.330,448.339,0.676595
11.340,452.953,0.804442
11.350,454.788,0.765489
11.360,454.842,0.790529
11.370,455.248,0.811683
11.380,456.032,0.823735
11.390,456.520,0.696166
11.400,458.516,0.548658
11.410,926.713,0.478038
11.420,925.207,0.576898
11.430,457.530,0.647408
11.440,457.368,0.732843
11.450,454.224,0.648793
11.460,454.339,0.584915
11.470,222.740,0.123382
11.480,201.735,0.104510
11.490,117.596,0.095601
11.500,185.850,0.208764
11.510,234.235,0.259475
11.520,183.711,0.122826
11.530,32.450,0.150163
11.540,253.461,0.138031
11.550,257.427,0.187791
11.560,262.548,0.220956
11.570,800.420,0.139632
11.580,793.219,0.063045
11.590,468.901,0.122294
11.600,464.015,0.328729
11.610,465.877,0.407080
11.620,468.485,0.459707
11.630,474.962,0.516134
11.640,483.578,0.459903
11.650,495.650,0.518627
11.660,253.517,0.361338
11.670,256.980,0.649782
11.680,260.167,0.637584
11.690,264.812,0.653734
11.700,265.241,0.670809
11.710,264.917,0.587256
11.720,263.486,0.526841
11.730,260.095,0.267853
11.740,262.392,0.281351
11.750,266.353,0.311185
11.760,267.493,0.261793
11.770,262.804,0.190256
11.780,261.935,0.256792
11.790,259.158,0.302512
11.800,260.467,0.436399
11.810,264.661,0.308687
11.820,263.784,0.352503
11.830,131.852,0.223107
11.840,132.054,0.125150
11.850,130.205,0.124703
11.860,127.043,0.152223
11.870,123.910,0.355701
11.880,119.445,0.113252
11.890,117.003,0.150982
11.900,230.677,0.362285
11.910,227.063,0.134831
11.920,423.265,0.068326
11.930,422.744,0.115605
11.940,253.015,0.106186
11.950,253.358,0.167480
11.960,158.151,0.093165
11.970,625.999,0.198768
11.980,314.367,0.254993
11.990,319.890,0.319995
12.000,316.370,0.092298
12.010,211.246,0.071775
12.020,247.186,0.088501
12.030,247.805,0.138780
12.040,385.893,0.086525
12.050,140.059,0.154528
12.060,384.996,0.277387
12.070,383.800,0.244553
12.080,384.965,0.103175
12.090,151.467,0.074770
12.100,292.395,0.104280
12.110,163.413,0.128382
12.120,291.449,0.199819
12.130,295.337,0.273421
12.140,286.698,0.253981
12.150,286.718,0.498026
12.160,291.337,0.543320
12.170,294.949,0.496283
12.180,304.307,0.344781
12.190,305.789,0.429485
12.200,61.672,0.384096
12.210,61.659,0.343248
12.220,956.840,0.238623
12.230,947.607,0.121739
12.240,942.022,0.167903
12.250,312.691,0.110052
12.260,316.094,0.188715
12.270,238.683,0.106237
12.280,720.944,0.181603
12.290,363.308,0.262975
12.300,360.756,0.562175
12.310,359.011,0.652687
12.320,358.528,0.558139
12.330,358.054,0.325563
12.340,364.499,0.161266
12.350,278.805,0.156066
12.360,283.726,0.086238
12.370,242.106,0.144122
12.380,238.446,0.202142
12.390,236.599,0.170244
12.400,235.930,0.170175
12.410,146.568,0.070152
12.420,144.960,0.226384
12.430,144.090,0.274172
12.440,145.439,0.132514
12.450,147.158,0.059619
12.460,224.670,0.151156
12.470,224.498,0.145682
12.480,357.157,0.300932
12.490,357.334,0.235106
12.500,355.701,0.164142
12.510,142.583,0.145350
12.520,142.283,0.111748
12.530,40.652,0.080027
12.540,164.804,0.086947
12.550,42.310,0.136952
12.560,128.321,0.142306
12.570,125.138,0.272778
12.580,166.776,0.272435
12.590,165.654,0.391740
12.600,165.114,0.252388
12.610,167.407,0.220202
12.620,337.164,0.135226
12.630,143.262,0.150734
12.640,331.857,0.240316
12.650,326.163,0.196615
12.660,39.153,0.203116
12.670,39.087,0.210686
12.680,326.227,0.138879
12.690,329.265,0.220289
12.700,327.735,0.457973
12.710,328.925,0.331449
12.720,329.231,0.216917
12.730,327.951,0.130834
12.740,324.644,0.106951
12.750,306.359,0.150917
12.760,305.248,0.296924
12.770,312.461,0.081536
12.780,223.619,0.100570
12.790,448.915,0.181871
12.800,170.587,0.101503
12.810,170.830,0.124662
12.820,286.810,0.131877
12.830,334.850,0.172736
12.840,331.970,0.286272
12.850,331.713,0.293147
12.860,334.821,0.212771
12.870,366.002,0.098309
12.880,369.799,0.188705
12.890,366.158,0.153675
12.900,365.331,0.226066
12.910,359.363,0.156921
12.920,349.492,0.160994
12.930,350.663,0.156202
12.940,345.345,0.246440
12.950,332.292,0.353671
12.960,337.573,0.607681
12.970,337.118,0.537935
12.980,337.367,0.399259
12.990,349.607,0.308809
13.000,356.793,0.173062
13.010,354.733,0.113677
13.020,352.235,0.116264
13.030,347.793,0.126191
13.040,347.500,0.179843
13.050,85.116,0.288305
13.060,84.258,0.280839
13.070,86.080,0.276524
13.080,349.278,0.381962
13.090,347.408,0.536131
13.100,348.690,0.513627
13.110,87.003,0.336622
13.120,175.239,0.153678
13.130,543.281,0.154269
13.140,556.955,0.286740
13.150,563.034,0.152275
13.160,159.941,0.192512
13.170,158.352,0.083548
13.180,665.028,0.126258
13.190,169.439,0.199090
13.200,169.238,0.310795
13.210,170.622,0.259584
13.220,343.965,0.513466
13.230,343.485,0.651599
13.240,342.723,0.461508
13.250,447.060,0.306823
13.260,453.584,0.659660
13.270,460.745,0.572318
13.280,471.206,0.522078
13.290,484.853,0.715039
13.300,489.643,0.752223
13.310,497.504,0.690608
13.320,504.448,0.420818
13.330,507.480,0.382181
13.340,511.709,0.378911
13.350,510.701,0.340144
13.360,171.825,0.132800
13.370,134.730,0.214123
13.380,128.981,0.321238
13.390,128.986,0.237101
13.400,128.440,0.156263
13.410,155.220,0.145907
13.420,513.962,0.187627
13.430,518.920,0.193081
13.440,138.018,0.148771
13.450,137.199,0.182831
13.460,113.976,0.177231
13.470,132.621,0.094315
13.480,510.646,0.228946
13.490,32.560,0.094022
13.500,158.036,0.155873
13.510,486.111,0.164179
13.520,476.763,0.188592
13.530,477.043,0.297423
13.540,459.235,0.216890
13.550,455.007,0.255362
13.560,136.088,0.205998
13.570,402.906,0.431431
13.580,400.769,0.457408
13.590,397.188,0.352011
13.600,399.799,0.191255
13.610,389.277,0.167714
13.620,185.697,0.099127
13.630,185.740,0.160278
13.640,115.371,0.094307
13.650,173.287,0.261865
13.660,172.040,0.138589
13.670,132.590,0.209386
13.680,349.784,0.158872
13.690,117.373,0.112403
13.700,117.898,0.250752
13.710,118.539,0.170870
13.720,266.524,0.078349
13.730,239.452,0.089317
13.740,245.865,0.233620
13.750,247.412,0.491896
13.760,246.782,0.649588
13.770,246.546,0.535631
13.780,724.945,0.283599
13.790,364.531,0.355079
13.800,365.987,0.519824
13.810,366.005,0.474085
13.820,363.774,0.486483
13.830,364.616,0.376482
13.840,363.230,0.425297
13.850,364.857,0.168383
13.860,318.352,0.228682
13.870,309.400,0.116468
13.880,118.357,0.247958
13.890,118.129,0.337830
13.900,361.237,0.086326
13.910,366.902,0.281648
13.920,241.918,0.361319
13.930,240.518,0.320783
13.940,361.764,0.242982
13.950,362.032,0.225555
13.960,359.559,0.170767
13.970,355.431,0.505302
13.980,354.105,0.741571
13.990,352.912,0.794527
14.000,349.338,0.793696
14.010,346.246,0.710907
14.020,342.772,0.471758
14.030,336.214,0.126328
14.040,995.756,0.225726
14.050,232.297,0.153266
14.060,230.242,0.243230
14.070,344.814,0.138473
14.080,290.987,0.150039
14.090,1045.526,0.128856
14.100,1081.956,0.190544
14.110,81.713,0.146897
14.120,79.799,0.082079
14.130,680.082,0.116715
14.140,332.519,0.110127
14.150,447.389,0.249351
14.160,446.070,0.428287
14.170,447.200,0.246273
14.180,224.903,0.353496
14.190,226.165,0.206563
14.200,148.774,0.132925
14.210,123.299,0.070733
14.220,117.361,0.104268
14.230,691.413,0.228051
14.240,697.949,0.344548
14.250,704.699,0.454737
14.260,726.905,0.229851
14.270,730.960,0.280772
14.280,366.845,0.307211
14.290,368.152,0.200661
14.300,367.522,0.210344
14.310,62.140,0.124889
14.320,62.046,0.197965
14.330,61.776,0.189434
14.340,361.802,0.393686
14.350,358.955,0.650374
14.360,355.653,0.663372
14.370,352.219,0.411921
14.380,145.432,0.187949
14.390,148.154,0.218411
14.400,418.143,0.155776
14.410,276.286,0.224964
14.420,275.008,0.289174
14.430,276.614,0.176509
14.440,277.387,0.201111
14.450,808.766,0.166240
14.460,589.236,0.379000
14.470,592.096,0.648667
14.480,597.761,0.479674
14.490,601.149,0.334038
14.500,308.988,0.132235
14.510,187.490,0.209848
14.520,183.470,0.167535
14.530,179.633,0.120092
14.540,723.311,0.089551
14.550,735.587,0.086813
14.560,320.142,0.186691
14.570,323.787,0.174808
14.580,314.242,0.139046
14.590,934.000,0.281153
14.600,320.840,0.355681
14.610,318.739,0.337612
14.620,317.140,0.247470
14.630,461.054,0.283317
14.640,456.880,0.217791
14.650,118.291,0.212797
14.660,120.919,0.099751
14.670,243.676,0.141195
14.680,240.450,0.165827
14.690,185.580,0.156998
14.700,188.493,0.088623
14.710,822.681,0.061754
14.720,1202.355,0.165591
14.730,595.200,0.393009
14.740,598.704,0.487601
14.750,606.411,0.377654
14.760,609.380,0.181070
14.770,307.779,0.144896
14.780,310.763,0.131422
14.790,152.351,0.109411
14.800,364.028,0.294773
14.810,361.458,0.276115
14.820,362.258,0.436434
14.830,351.654,0.322138
14.840,341.515,0.236584
14.850,185.486,0.182971
14.860,169.603,0.189631
14.870,167.143,0.305785
14.880,167.476,0.225923
14.890,169.611,0.192943
14.900,169.221,0.144623
14.910,141.067,0.139786
14.920,148.935,0.187795
14.930,147.532,0.285122
14.940,146.253,0.261302
14.950,148.490,0.273587
14.960,146.119,0.194131
14.970,564.969,0.111495
14.980,666.845,0.047056
14.990,82.774,0.214448
15.000,165.603,0.147782
15.010,163.308,0.126029
15.020,144.164,0.095524
15.030,142.484,0.177780
15.040,141.135,0.140555
15.050,145.442,0.127525
15.060,223.790,0.124892
15.070,109.140,0.119925
15.080,410.432,0.123504
15.090,507.025,0.172243
15.100,138.538,0.165524
15.110,436.926,0.188692
15.120,441.558,0.207618
15.130,449.703,0.103050
15.140,149.105,0.085375
15.150,150.010,0.114035
15.160,128.509,0.126665
15.170,1112.806,0.057974
15.180,158.037,0.070867
15.190,38.890,0.243837
15.200,39.057,0.158945
15.210,415.590,0.161141
15.220,416.127,0.399290
15.230,415.857,0.249863
15.240,412.294,0.172357
15.250,404.172,0.225560
15.260,401.464,0.521861
15.270,397.115,0.580033
15.280,391.116,0.465983
15.290,190.009,0.120803
15.300,154.009,0.210895
15.310,156.271,0.280804
15.320,126.701,0.121058
15.330,40.797,0.134872
15.340,157.983,0.115181
15.350,185.708,0.166432
15.360,162.674,0.084231
15.370,41.013,0.071994
15.380,40.320,0.088074
15.390,277.015,0.136460
15.400,36.727,0.146830
15.410,271.597,0.149369
15.420,122.195,0.123034
15.430,119.905,0.125160
15.440,186.140,0.082004
15.450,186.090,0.154189
15.460,185.614,0.234341
15.470,138.679,0.157560
15.480,136.818,0.269898
15.490,131.467,0.182415
15.500,377.140,0.293831
15.510,384.862,0.427346
15.520,384.967,0.468910
15.530,382.423,0.463536
15.540,130.240,0.339920
15.550,379.070,0.261066
15.560,414.806,0.191956
15.570,425.736,0.610344
15.580,428.548,0.701526
15.590,431.738,0.640727
15.600,434.962,0.531369
15.610,437.070,0.380284
15.620,437.067,0.214238
15.630,187.259,0.151386
15.640,191.778,0.353036
15.650,195.913,0.522259
15.660,196.795,0.512783
15.670,197.201,0.318418
15.680,307.879,0.214125
15.690,310.182,0.261156
15.700,311.812,0.539453
15.710,314.293,0.701266
15.720,318.050,0.543049
15.730,321.424,0.565119
15.740,319.390,0.626213
15.750,318.957,0.535915
15.760,316.088,0.391172
15.770,318.774,0.143735
15.780,245.264,0.154919
15.790,189.888,0.112399
15.800,95.042,0.229205
15.810,190.162,0.250792
15.820,192.441,0.526395
15.830,194.680,0.427069
15.840,195.737,0.319868
15.850,196.812,0.380018
15.860,195.624,0.431149
15.870,197.397,0.540979
15.880,199.227,0.537639
15.890,200.118,0.299469
15.900,202.796,0.258604
15.910,103.892,0.262676
15.920,103.814,0.274392
15.930,516.246,0.465402
15.940,517.769,0.606977
15.950,521.319,0.303689
15.960,531.789,0.438613
15.970,542.307,0.586608
15.980,541.024,0.576570
15.990,541.976,0.270204
16.000,190.810,0.318987
16.010,558.802,0.293975
16.020,554.013,0.394401
16.030,184.766,0.286921
16.040,560.339,0.360737
16.050,559.766,0.448071
16.060,277.676,0.509401
16.070,547.585,0.681025
16.080,544.525,0.690031
16.090,545.268,0.656834
16.100,547.470,0.451424
16.110,551.096,0.205888
16.120,234.635,0.044254
16.130,223.690,0.093741
16.140,214.985,0.098154
16.150,107.789,0.120433
16.160,108.912,0.301927
16.170,109.616,0.433264
16.180,110.177,0.554556
16.190,110.283,0.681802
16.200,109.963,0.646614
16.210,109.728,0.483421
16.220,110.388,0.350504
16.230,121.092,0.354861
16.240,120.678,0.452218
16.250,119.285,0.272655
16.260,110.642,0.329509
16.270,110.867,0.383084
16.280,112.664,0.323924
16.290,198.870,0.112652
16.300,139.017,0.307106
16.310,139.039,0.350958
16.320,137.413,0.209926
16.330,232.089,0.125333
16.340,230.656,0.118675
16.350,271.292,0.196968
16.360,271.879,0.464554
16.370,273.114,0.470119
16.380,108.851,0.344809
16.390,108.822,0.391973
16.400,108.244,0.457540
16.410,108.194,0.340082
16.420,108.582,0.295478
16.430,109.993,0.393370
16.440,110.473,0.444764
16.450,111.307,0.490163
16.460,432.195,0.167240
16.470,217.404,0.161413
16.480,108.275,0.297766
16.490,108.902,0.448092
16.500,110.809,0.498594
16.510,115.956,0.367400
16.520,115.051,0.270974
16.530,115.057,0.191185
16.540,116.783,0.258118
16.550,116.999,0.303085
16.560,239.039,0.236304
16.570,809.319,0.086640
16.580,800.094,0.110649
16.590,805.575,0.171047
16.600,176.089,0.079253
16.610,111.644,0.225497
16.620,111.937,0.239796
16.630,112.239,0.247210
16.640,116.523,0.277429
16.650,117.816,0.357075
16.660,119.780,0.531762
16.670,121.226,0.623761
16.680,121.682,0.540086
16.690,122.944,0.298967
16.700,121.411,0.271585
16.710,275.778,0.182483
16.720,240.754,0.074706
16.730,121.408,0.140235
16.740,121.003,0.373146
16.750,121.419,0.407606
16.760,122.041,0.375028
16.770,122.752,0.456123
16.780,121.507,0.328176
16.790,122.310,0.176272
16.800,323.769,0.149053
16.810,318.734,0.360348
16.820,315.687,0.179421
16.830,122.273,0.153303
16.840,122.495,0.191739
16.850,124.054,0.109381
16.860,137.235,0.118116
16.870,137.458,0.267532
16.880,186.948,0.191694
16.890,187.652,0.121290
16.900,279.065,0.256846
16.910,279.225,0.078952
16.920,445.426,0.170131
16.930,410.447,0.162544
16.940,121.559,0.166662
16.950,426.304,0.270055
16.960,430.697,0.297184
16.970,429.641,0.320991
16.980,430.405,0.219851
16.990,124.808,0.173537
17.000,437.851,0.137848
17.010,309.837,0.135998
17.020,312.634,0.075362
17.030,138.964,0.067298
17.040,123.444,0.157054
17.050,123.727,0.146298
17.060,124.220,0.229431
17.070,125.329,0.248872
17.080,122.804,0.323486
17.090,122.461,0.498579
17.100,121.178,0.227210
17.110,242.076,0.169652
17.120,142.448,0.073849
17.130,119.736,0.109601
17.140,120.248,0.303809
17.150,356.076,0.184204
17.160,122.080,0.248027
17.170,356.169,0.199772
17.180,358.578,0.096111
17.190,127.896,0.156998
17.200,125.303,0.338133
17.210,312.638,0.400952
17.220,316.457,0.579513
17.230,319.394,0.734902
17.240,322.404,0.739575
17.250,324.791,0.494183
17.260,661.043,0.489395
17.270,668.263,0.234978
17.280,685.365,0.321427
17.290,695.938,0.656452
17.300,702.003,0.760750
17.310,707.637,0.785583
17.320,710.193,0.787133
17.330,709.240,0.788084
17.340,705.633,0.766733
17.350,702.352,0.677271
17.360,699.100,0.660985
17.370,345.970,0.285096
17.380,339.842,0.138588
17.390,133.477,0.314283
17.400,131.639,0.368641
17.410,264.228,0.227698
17.420,264.306,0.275502
17.430,129.000,0.174793
17.440,129.206,0.266053
17.450,129.035,0.187238
17.460,115.460,0.154999
17.470,111.859,0.406390
17.480,433.223,0.186248
17.490,412.238,0.634784
17.500,410.115,0.702173
17.510,409.002,0.680658
17.520,404.324,0.699709
17.530,406.174,0.387998
17.540,523.662,0.534698
17.550,531.379,0.655089
17.560,533.441,0.681763
17.570,534.718,0.779897
17.580,532.636,0.718164
17.590,526.417,0.634451
17.600,518.644,0.402274
17.610,511.651,0.236960
17.620,128.351,0.186506
17.630,126.547,0.196253
17.640,311.901,0.472840
17.650,312.544,0.476423
17.660,314.333,0.342600
17.670,313.214,0.182634
17.680,462.133,0.221244
17.690,455.980,0.338140
17.700,451.214,0.197587
17.710,118.935,0.181947
17.720,117.943,0.175854
17.730,117.785,0.139625
17.740,289.498,0.180920
17.750,281.857,0.559988
17.760,276.039,0.690643
17.770,272.014,0.697986
17.780,268.100,0.490916
17.790,263.887,0.172637
17.800,550.039,0.072510
17.810,137.086,0.083362
17.820,342.245,0.116455
17.830,334.521,0.181758
17.840,195.326,0.230918
17.850,302.351,0.224130
17.860,305.528,0.419902
17.870,379.887,0.149594
17.880,378.086,0.374159
17.890,377.216,0.529897
17.900,374.803,0.465002
17.910,373.184,0.421041
17.920,373.483,0.188932
17.930,939.072,0.194447
17.940,934.862,0.684674
17.950,927.866,0.598323
17.960,309.650,0.244786
17.970,304.261,0.193842
17.980,538.966,0.181168
17.990,272.523,0.472825
18.000,270.969,0.438969
18.010,551.747,0.204025
18.020,553.680,0.169293
18.030,556.093,0.095546
18.040,143.577,0.140955
18.050,142.452,0.261040
18.060,139.215,0.311357
18.070,141.141,0.124072
18.080,345.738,0.175901
18.090,132.186,0.101463
18.100,382.678,0.263509
18.110,388.961,0.407795
18.120,388.128,0.307776
18.130,391.648,0.206825
18.140,306.462,0.200663
18.150,308.717,0.340318
18.160,310.125,0.334542
18.170,312.108,0.339541
18.180,934.750,0.321928
18.190,935.291,0.544938
18.200,937.517,0.509677
18.210,936.127,0.324456
18.220,468.461,0.246473
18.230,470.271,0.371673
18.240,471.738,0.598122
18.250,476.585,0.471241
18.260,483.121,0.454867
18.270,480.959,0.508420
18.280,473.115,0.335109
18.290,473.209,0.429821
18.300,477.366,0.314135
18.310,480.811,0.206069
18.320,456.301,0.129960
18.330,175.229,0.085473
18.340,141.413,0.167963
18.350,151.198,0.090004
18.360,142.543,0.171456
18.370,559.252,0.077693
18.380,281.472,0.131652
18.390,272.346,0.193876
18.400,588.100,0.256059
18.410,596.750,0.288950
18.420,613.812,0.356159
18.430,311.036,0.448709
18.440,312.520,0.379640
18.450,319.223,0.206265
18.460,322.290,0.251004
18.470,320.706,0.271755
18.480,321.010,0.349314
18.490,319.044,0.274361
18.500,315.098,0.202420
18.510,918.008,0.106107
18.520,449.477,0.075883
18.530,291.906,0.181112
18.540,851.871,0.323338
18.550,842.925,0.461074
18.560,838.625,0.155747
18.570,1721.435,0.107497
18.580,113.294,0.086704
18.590,447.368,0.304988
18.600,143.237,0.119337
18.610,121.020,0.162822
18.620,148.842,0.106045
18.630,283.717,0.132421
18.640,262.937,0.210834
18.650,264.528,0.136407
18.660,274.769,0.142257
18.670,287.715,0.117150
18.680,291.137,0.252958
18.690,300.474,0.398591
18.700,306.012,0.709093
18.710,309.205,0.792316
18.720,311.376,0.805323
18.730,310.469,0.754635
18.740,309.140,0.681756
18.750,307.847,0.675747
18.760,306.981,0.676775
18.770,306.815,0.710955
18.780,305.743,0.622916
18.790,306.408,0.246034
18.800,410.374,0.268976
18.810,430.864,0.488293
18.820,430.275,0.503699
18.830,436.078,0.488191
18.840,433.636,0.458743
18.850,419.059,0.475224
18.860,412.014,0.625421
18.870,404.427,0.534514
18.880,397.487,0.642795
18.890,390.917,0.661463
18.900,393.214,0.688539
18.910,390.960,0.499731
18.920,395.049,0.232352
18.930,410.460,0.188384
18.940,149.413,0.176183
18.950,422.144,0.289737
18.960,627.186,0.139119
18.970,421.169,0.118923
18.980,423.404,0.121084
18.990,424.778,0.159594
19.000,425.504,0.132445
19.010,428.788,0.169214
19.020,341.089,0.140729
19.030,341.824,0.265026
19.040,340.763,0.208570
19.050,340.701,0.180846
19.060,343.200,0.175718
19.070,440.581,0.207295
19.080,441.568,0.211809
19.090,341.985,0.183559
19.100,440.459,0.173193
19.110,433.204,0.142608
19.120,427.668,0.229704
19.130,423.413,0.363864
19.140,418.331,0.505917
19.150,415.469,0.494626
19.160,411.475,0.404309
19.170,272.388,0.590761
